,Education,EducationField,Gender,MaritalStatus,Age,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,Attrition,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction
167,Master,Medical,Male,Single,28,0,2,5,0.0,Grecia,No,Travel_Frequently,Research & Development,1,Laboratory Technician,2154,Yes,11,2,Very High,High,High,High
168,Master,Life Sciences,Female,Married,49,1,2,10,1.0,Finlandia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3211,No,14,3,High,High,Low,Very High
169,,Life Sciences,Male,Married,31,4,1,12,4.0,Wisconsin,Yes,Travel_Rarely,Sales,2,Sales Executive,6172,Yes,18,3,Medium,Low,High,Medium
170,Master,Other,Male,Single,33,0,0,6,3.0,Italia,No,Travel_Rarely,Research & Development,1,Research Scientist,2799,Yes,11,1,High,Medium,Low,Medium
171,,Life Sciences,Male,Single,42,0,0,8,4.0,Misisipi,No,,Research & Development,1,Laboratory Technician,3968,No,13,3,Very High,High,High,Very High
172,Bachelor,Medical,Male,Married,31,5,7,10,0.0,Vermont,No,Travel_Rarely,Research & Development,2,Healthcare Representative,5582,No,21,2,Medium,Medium,Very High,Medium
173,College,Life Sciences,Male,Single,32,0,0,10,,Kansas,Yes,Travel_Rarely,Sales,2,Sales Executive,6735,No,15,2,Low,Low,Medium,Medium
174,College,Life Sciences,Male,Married,52,6,1,26,2.0,New Hampshire,No,Travel_Rarely,Research & Development,4,Manager,17099,No,15,2,Very High,High,Very High,Medium
175,Master,Life Sciences,Male,Divorced,30,4,6,10,1.0,Francia,No,Travel_Rarely,Research & Development,2,Laboratory Technician,3491,No,13,4,High,High,High,
176,Master,Medical,Male,Married,31,1,4,6,0.0,Michigan,No,Non-Travel,Research & Development,2,Manufacturing Director,4345,No,12,2,High,Low,High,Very High
177,,Marketing,Female,Married,35,1,2,2,1.0,Alaska,No,Travel_Rarely,Sales,1,Sales Representative,2014,No,13,3,Very High,High,Very High,Low
178,Bachelor,Medical,Female,Single,54,1,2,9,6.0,Rhode Island,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4440,Yes,19,3,High,High,Low,Very High
179,Bachelor,Technical Degree,Male,Divorced,30,0,0,1,1.0,Noruega,No,Non-Travel,Research & Development,1,Research Scientist,1274,No,13,2,High,High,High,Medium
180,Master,Life Sciences,Male,Married,31,0,1,6,1.0,Wyoming,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3477,No,14,2,Medium,High,High,Very High
181,,Life Sciences,Female,Single,38,0,0,8,3.0,Pensilvania,No,Travel_Rarely,Research & Development,1,Research Scientist,2619,No,17,3,High,High,Low,Very High
182,College,Life Sciences,Male,Married,37,0,0,8,4.0,Nueva Jersey,No,Travel_Rarely,Research & Development,1,Research Scientist,3022,No,21,1,Medium,High,Medium,Low
183,,Life Sciences,Female,Married,45,1,0,26,3.0,Oklahoma,No,Travel_Rarely,Sales,4,Manager,17650,No,13,4,Very High,High,Very High,Medium
184,Master,Medical,Male,Divorced,60,0,0,19,3.0,Nevada,No,Travel_Rarely,Research & Development,3,Healthcare Representative,10883,No,20,2,High,Low,Very High,High
185,Bachelor,Life Sciences,Male,Single,51,0,4,23,7.0,Alemania,No,Travel_Rarely,Research & Development,5,Research Director,19537,No,13,5,Low,High,High,High
186,Bachelor,Medical,Female,Single,18,0,0,0,1.0,Maryland,No,,Research & Development,1,Research Scientist,1514,No,16,4,Medium,High,High,High
187,College,Life Sciences,Female,Single,46,3,4,10,6.0,Dakota del Sur,No,Travel_Rarely,Human Resources,1,Human Resources,3423,No,12,3,Very High,High,Low,High
188,College,Technical Degree,Female,Married,41,0,5,10,1.0,Georgia,No,Travel_Rarely,Research & Development,1,Research Scientist,3376,No,13,3,Medium,Very High,High,High
189,College,Technical Degree,Male,Divorced,24,0,0,2,0.0,Finlandia,No,,Research & Development,1,Laboratory Technician,2296,No,14,3,High,Medium,Low,Medium
190,Master,Medical,Male,Divorced,31,3,0,13,4.0,Países Bajos,No,Travel_Rarely,Sales,2,Sales Executive,5460,No,22,4,Low,Very High,Very High,Very High
191,Doctor,Life Sciences,Male,Married,34,1,8,10,1.0,Carolina del Sur,No,Travel_Rarely,Research & Development,1,Research Scientist,2691,No,12,4,Medium,High,,Very High
192,Master,Marketing,Male,Married,52,1,14,34,1.0,Arizona,No,Travel_Rarely,Sales,4,Manager,16856,No,11,3,High,Medium,Low,Low
193,Master,Human Resources,Male,Married,38,0,1,10,3.0,California,No,Travel_Frequently,Human Resources,2,Human Resources,6077,No,11,2,High,High,High,High
194,Bachelor,Marketing,Male,Divorced,48,2,1,15,4.0,Alemania,No,Travel_Rarely,Sales,2,Sales Executive,5486,No,11,3,High,High,Low,
195,College,Life Sciences,Male,Single,29,1,0,1,1.0,Francia,Yes,,Research & Development,1,Research Scientist,2439,Yes,24,3,Very High,Medium,Very High,Medium
196,College,Life Sciences,Male,Married,57,0,4,13,0.0,Francia,No,Travel_Rarely,Research & Development,2,Research Scientist,4900,No,24,2,Medium,Very High,High,Low
197,Bachelor,Life Sciences,Male,Married,31,0,0,12,3.0,Maine,Yes,Travel_Frequently,Research & Development,3,Healthcare Representative,9824,No,12,2,Low,High,High,Low
198,,Life Sciences,Female,Single,38,0,0,10,,Bélgica,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7861,Yes,14,4,High,High,High,Very High
199,Bachelor,Technical Degree,Male,Married,45,0,0,8,4.0,Kansas,No,Travel_Rarely,Research & Development,1,Research Scientist,2132,No,20,3,Very High,High,,Very High
200,Master,Life Sciences,Female,Divorced,42,1,1,8,3.0,Rumania,No,,Research & Development,1,Laboratory Technician,2576,No,16,5,Medium,High,Low,Medium
201,Bachelor,Medical,Female,Single,27,0,6,9,8.0,Colorado,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6811,No,19,2,Very High,Medium,Low,Low
202,Below College,Life Sciences,Male,Divorced,29,0,1,6,1.0,Alemania,No,Travel_Frequently,Research & Development,2,Healthcare Representative,8853,No,19,0,Low,High,,Very High
203,College,Medical,Male,Married,40,4,1,9,0.0,Florida,No,Travel_Rarely,Sales,2,Sales Executive,5473,No,12,5,Low,High,Low,Very High
204,,Medical,Female,Married,27,0,1,5,7.0,Arkansas,No,Travel_Rarely,Research & Development,1,Research Scientist,3517,No,17,0,Medium,Very High,High,Low
205,Bachelor,Life Sciences,Female,Single,45,0,0,1,1.0,Suiza,No,Travel_Rarely,Research & Development,1,Research Scientist,2274,No,14,3,Medium,Medium,High,Very High
206,,Marketing,Female,Divorced,30,1,0,10,1.0,Croacia,No,Travel_Rarely,Sales,2,Sales Executive,6118,No,13,2,Very High,Medium,High,High
207,Below College,Marketing,Male,Married,27,1,1,5,0.0,República Checa,No,Travel_Frequently,Sales,2,Sales Executive,4342,No,19,3,High,High,,Medium
208,Below College,Life Sciences,Male,Single,23,0,2,5,0.0,Wisconsin,No,Travel_Rarely,Research & Development,2,Laboratory Technician,2272,No,14,2,Low,High,High,Medium
209,Bachelor,Medical,Female,Single,30,1,1,4,0.0,Grecia,Yes,Travel_Frequently,Research & Development,1,Laboratory Technician,2422,No,17,3,Medium,High,Medium,Low
210,Bachelor,Life Sciences,Male,Married,28,0,2,5,1.0,España,No,Travel_Rarely,Research & Development,1,Research Scientist,2044,No,11,6,High,High,Very High,High
211,,Medical,Male,Divorced,35,0,7,15,2.0,Nuevo México,No,Non-Travel,Research & Development,2,Manufacturing Director,5762,No,14,6,Medium,High,Very High,High
212,,Medical,Male,Divorced,55,0,0,31,2.0,Wyoming,No,Travel_Rarely,Research & Development,4,Research Director,14732,No,13,4,Medium,Very High,,Very High
213,Doctor,Medical,Male,Married,50,7,0,32,2.0,Nevada,No,Travel_Frequently,Research & Development,4,Healthcare Representative,11245,Yes,15,3,Medium,High,High,High
214,Master,Life Sciences,Male,Divorced,49,0,4,31,1.0,Arizona,No,Travel_Rarely,Research & Development,5,Research Director,19502,Yes,17,5,Very High,Medium,,High
215,Bachelor,Human Resources,Male,Divorced,38,0,8,13,5.0,Nuevo México,No,Non-Travel,Human Resources,1,Human Resources,2592,No,13,3,Low,High,Medium,Very High
216,College,Life Sciences,Male,Married,36,0,10,18,1.0,Polonia,No,Travel_Rarely,Sales,2,Sales Executive,6201,Yes,14,1,Medium,High,Very High,Very High
217,Master,Life Sciences,Male,Single,36,0,0,18,2.0,New Hampshire,No,,Research & Development,2,Manufacturing Director,7779,No,20,0,Low,High,Very High,Low
218,Master,Human Resources,Male,Married,55,1,2,35,4.0,Austria,No,Travel_Rarely,Human Resources,5,Manager,19636,Yes,18,0,High,Very High,,Low
219,Bachelor,Medical,Female,Single,20,0,1,2,1.0,Francia,Yes,Travel_Rarely,Sales,1,Sales Representative,2044,No,13,3,High,Medium,High,Very High
220,Bachelor,Marketing,Female,Divorced,41,1,5,10,0.0,Hungría,No,,Sales,2,Sales Executive,4103,No,17,2,High,High,Low,Very High
221,Below College,Life Sciences,Male,Married,27,1,4,6,0.0,Croacia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2099,No,14,3,Medium,High,Low,Medium
222,Master,Life Sciences,Female,Divorced,47,1,2,29,6.0,Delaware,No,Travel_Rarely,Sales,4,Manager,15972,No,14,2,Medium,Very High,Medium,High
223,Bachelor,Life Sciences,Male,Married,26,5,0,8,1.0,Minnesota,No,Travel_Rarely,Sales,2,Sales Executive,5296,No,17,3,High,High,High,Medium
224,Master,Medical,Male,Married,35,0,1,6,0.0,Alaska,No,Travel_Rarely,Sales,2,Sales Executive,5561,No,16,2,Medium,High,Low,Very High
225,College,Medical,Male,Married,26,1,2,8,1.0,Rumania,No,Travel_Rarely,Research & Development,2,Manufacturing Director,5472,No,12,2,Very High,Very High,Very High,Medium
226,College,Medical,Male,Single,26,1,2,7,8.0,Portugal,Yes,Non-Travel,Sales,2,Sales Executive,4969,No,18,6,Medium,Low,Low,Very High
227,,Medical,Female,Married,38,1,8,20,3.0,Noruega,No,Travel_Rarely,Research & Development,3,Research Director,13206,No,12,3,Medium,Low,High,Low
228,Bachelor,Life Sciences,Female,Single,27,0,1,4,1.0,Nevada,No,Travel_Rarely,Research & Development,1,Research Scientist,2478,Yes,12,2,High,High,Medium,Medium
229,College,Medical,Male,Single,37,0,9,10,1.0,República Checa,No,Non-Travel,Sales,3,Sales Executive,7642,Yes,13,2,Low,High,Medium,Very High
230,Bachelor,Medical,Male,Single,47,5,5,25,2.0,República Checa,No,Travel_Rarely,Research & Development,3,Healthcare Representative,8633,No,23,3,Low,High,High,Medium
231,Bachelor,Technical Degree,Male,Married,36,0,1,12,1.0,Virginia,No,Travel_Frequently,Research & Development,1,Research Scientist,3692,No,12,2,High,High,Medium,High
232,Bachelor,Life Sciences,Male,Married,37,0,2,8,1.0,Dakota del Norte,No,Travel_Rarely,Research & Development,1,Research Scientist,3564,Yes,12,3,Medium,Very High,Low,Low
233,Bachelor,Marketing,Male,Divorced,31,0,7,13,4.0,Croacia,No,Travel_Rarely,Sales,2,Sales Executive,7547,No,12,3,Very High,High,Very High,Very High
234,Master,Other,Male,Divorced,43,0,0,21,4.0,Bélgica,No,Travel_Rarely,Research & Development,4,Research Director,16627,Yes,14,3,Medium,Medium,,High
235,Bachelor,Life Sciences,Male,Single,29,1,1,6,9.0,Nueva York,No,,Research & Development,1,Research Scientist,2201,No,16,4,Very High,High,Very High,Very High
236,,Technical Degree,Female,Married,29,0,0,3,1.0,Suiza,No,Travel_Frequently,Sales,1,Sales Representative,2157,No,15,5,High,High,Very High,Medium
237,Master,Medical,Female,Married,47,2,4,26,3.0,Carolina del Sur,No,Travel_Rarely,Research & Development,4,Research Director,17169,No,19,2,Low,High,High,Medium
238,Bachelor,Medical,Male,Married,37,0,0,4,1.0,Virginia,No,Travel_Frequently,Research & Development,1,Research Scientist,2326,Yes,12,3,Medium,High,Very High,High
239,Bachelor,Life Sciences,Female,Single,31,0,0,3,7.0,Misuri,Yes,Travel_Frequently,Sales,1,Sales Representative,2785,No,14,3,High,Medium,Very High,High
240,Master,Life Sciences,Female,Married,36,0,0,6,,Ohio,No,Travel_Rarely,Research & Development,1,Research Scientist,3419,Yes,14,3,Medium,Medium,Low,Very High
241,Master,Life Sciences,Male,Married,40,1,9,20,5.0,Suecia,No,Travel_Frequently,Sales,3,Sales Executive,10475,Yes,21,2,Very High,Medium,Low,High
242,Below College,Life Sciences,Female,Married,38,0,8,20,0.0,Alemania,No,Travel_Rarely,Research & Development,3,Healthcare Representative,8823,No,18,4,High,Medium,High,Low
243,Bachelor,Life Sciences,Male,Divorced,34,0,0,1,1.0,Polonia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2008,No,14,3,Medium,High,Medium,Medium
244,College,Technical Degree,Male,Married,34,2,6,10,1.0,Colorado,No,Travel_Rarely,Sales,2,Sales Executive,6799,No,21,5,Medium,Very High,High,High
245,Bachelor,Technical Degree,Female,Married,54,0,0,22,8.0,Vermont,No,Travel_Rarely,Research & Development,3,Manufacturing Director,10739,No,11,2,High,High,High,High
246,Master,Life Sciences,Male,Married,35,0,2,15,3.0,Croacia,No,Travel_Rarely,Sales,2,Sales Executive,8966,Yes,15,2,High,High,Low,Very High
247,,Marketing,Female,Married,48,3,2,14,2.0,Alemania,No,Travel_Rarely,Sales,2,Sales Executive,4051,No,14,2,Medium,High,Very High,Low
248,Master,Life Sciences,Male,Divorced,40,7,16,22,2.0,Finlandia,No,,Research & Development,4,Manager,16823,No,11,3,Low,High,Low,Low
249,Master,Medical,Male,Single,35,0,2,10,1.0,Finlandia,No,Travel_Rarely,Research & Development,2,Research Scientist,5098,No,19,5,Medium,High,,Medium
250,College,Medical,Male,Married,40,0,6,15,8.0,Noruega,No,Travel_Rarely,Research & Development,2,Laboratory Technician,2741,Yes,15,2,High,High,Very High,High
251,Master,Other,Male,Single,50,0,0,5,3.0,Vermont,Yes,,Sales,2,Sales Executive,4728,Yes,14,4,Very High,High,High,Very High
252,Master,Marketing,Male,Married,31,0,5,10,1.0,Reino Unido,Yes,Travel_Frequently,Sales,2,Sales Executive,5617,Yes,11,4,Low,High,,High
253,Master,Life Sciences,Male,Married,38,4,3,16,0.0,Carolina del Norte,No,Travel_Rarely,Sales,2,Sales Executive,4440,No,15,3,Very High,High,Medium,Low
254,Master,Life Sciences,Female,Married,35,0,1,6,0.0,Illinois,No,Travel_Rarely,Sales,1,Sales Representative,2430,No,23,5,Medium,Medium,High,Low
255,Bachelor,Marketing,Male,Divorced,50,1,0,20,4.0,Italia,Yes,Travel_Rarely,Sales,3,Sales Executive,10854,Yes,13,3,Very High,Medium,Low,Medium
256,,Medical,Female,Married,29,0,0,11,4.0,Idaho,No,Travel_Rarely,Research & Development,2,Healthcare Representative,4335,No,12,3,Medium,High,High,Low
257,Master,Marketing,Male,Single,46,0,5,14,4.0,Suiza,No,Travel_Frequently,Sales,2,Sales Executive,5772,Yes,21,4,Low,High,Very High,High
258,Bachelor,Life Sciences,Male,Divorced,41,1,7,13,4.0,Austria,No,Travel_Rarely,Research & Development,1,Research Scientist,2451,No,12,2,Low,High,High,Low
259,Bachelor,Medical,Male,Divorced,42,1,2,7,6.0,Michigan,Yes,Travel_Frequently,Research & Development,1,Research Scientist,2759,Yes,12,2,High,Very High,High,Very High
260,,Life Sciences,Male,Married,31,1,1,7,6.0,Francia,Yes,Travel_Frequently,Research & Development,1,Laboratory Technician,3722,Yes,13,2,Medium,High,Very High,High
261,College,Life Sciences,Male,Divorced,37,0,0,17,5.0,Washington,No,Non-Travel,Research & Development,2,Healthcare Representative,5163,No,14,2,High,Medium,Very High,Very High
262,Bachelor,Medical,Female,Married,58,0,0,9,4.0,Carolina del Norte,No,Travel_Rarely,Research & Development,1,Research Scientist,3346,Yes,20,3,Medium,Medium,Medium,Medium
263,Bachelor,Medical,Male,Married,52,0,1,28,2.0,España,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7969,Yes,14,4,Very High,Medium,High,High
264,Master,Other,Male,Married,35,1,1,2,1.0,Portugal,No,Travel_Frequently,Research & Development,1,Laboratory Technician,2376,No,13,2,Very High,Medium,Very High,Medium
265,Bachelor,Technical Degree,Male,Married,34,4,3,10,1.0,Italia,No,Travel_Rarely,Sales,3,Sales Executive,7083,Yes,14,3,Very High,Medium,High,
266,,Life Sciences,Female,Married,24,0,0,1,1.0,Dinamarca,No,Non-Travel,Sales,1,Sales Representative,2033,No,13,2,Very High,High,Medium,High
267,Master,Medical,Female,Married,53,0,0,27,4.0,Suecia,No,Non-Travel,Research & Development,4,Manufacturing Director,12965,Yes,20,2,Low,Medium,High,Very High
268,Bachelor,Medical,Female,Single,31,1,3,10,1.0,Virginia,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6812,No,19,2,High,Medium,Low,Medium
269,Doctor,Medical,Male,Married,41,0,2,7,2.0,Suecia,No,Travel_Rarely,Research & Development,1,Research Scientist,2127,Yes,12,5,Medium,Very High,High,
270,Bachelor,Marketing,Female,Married,26,0,0,5,7.0,Alemania,No,,Sales,2,Sales Executive,4157,Yes,19,2,High,Medium,Very High,High
271,Master,Life Sciences,Male,Divorced,29,2,1,10,1.0,Bélgica,No,Travel_Frequently,Research & Development,1,Research Scientist,2720,No,18,5,Medium,Low,Very High,Very High
272,Master,Life Sciences,Male,Married,33,4,1,14,6.0,Alabama,No,Travel_Rarely,Research & Development,1,Research Scientist,3143,No,19,1,Very High,Very High,Low,Medium
273,Master,Technical Degree,Female,Divorced,56,2,0,28,4.0,Iowa,No,Travel_Rarely,Research & Development,5,Manager,19943,No,13,2,Very High,High,,Very High
274,Master,Technical Degree,Female,Married,42,0,3,7,0.0,Dinamarca,No,Travel_Frequently,Research & Development,2,Healthcare Representative,4523,No,11,4,Very High,Medium,Very High,Very High
275,Master,Medical,Male,Married,35,0,0,5,7.0,Austria,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2660,Yes,11,3,Very High,High,High,High
276,Master,Medical,Male,Single,34,0,0,1,1.0,Noruega,No,Travel_Rarely,Research & Development,1,Research Scientist,2972,No,13,4,Low,High,Very High,
277,Bachelor,Marketing,Female,Single,43,0,2,7,,Oregón,Yes,Travel_Rarely,Sales,2,Sales Executive,5346,No,13,2,Low,Low,High,Medium
278,Master,Medical,Male,Single,58,0,7,38,0.0,Nevada,No,,Sales,4,Sales Executive,13872,No,13,1,Very High,High,High,High
279,Master,Marketing,Female,Single,30,0,0,9,,Bélgica,Yes,Travel_Frequently,Sales,2,Sales Executive,6696,No,15,5,High,Medium,,High
280,College,Marketing,Female,Divorced,46,0,3,24,1.0,Nueva Jersey,No,,Sales,3,Sales Executive,10453,No,25,2,Medium,High,Low,High
281,Bachelor,Life Sciences,Male,Single,44,1,2,6,1.0,Dinamarca,No,Travel_Rarely,Research & Development,1,Research Scientist,3420,No,13,3,Very High,High,Medium,High
282,Bachelor,Marketing,Male,Divorced,46,2,2,28,4.0,Wyoming,Yes,Travel_Rarely,Sales,3,Sales Executive,10096,No,11,1,Low,High,Very High,Low
283,,Life Sciences,Female,Married,29,0,2,6,0.0,España,No,Travel_Rarely,Research & Development,1,Research Scientist,2168,Yes,18,2,Medium,Low,Very High,Low
284,College,Life Sciences,Female,Single,29,0,8,10,0.0,Noruega,No,Travel_Rarely,Research & Development,2,Laboratory Technician,4193,Yes,12,3,Very High,Medium,High,Very High
285,,Life Sciences,Male,Single,39,0,3,9,0.0,Francia,No,Travel_Rarely,Sales,3,Sales Executive,7880,No,18,3,Low,Very High,,Very High
286,College,Life Sciences,Female,Married,34,0,2,6,5.0,Vermont,No,,Sales,2,Sales Executive,6500,No,17,1,High,High,Low,Medium
287,,Technical Degree,Female,Married,41,0,6,23,1.0,Georgia,Yes,,Research & Development,5,Research Director,19545,No,12,0,Medium,High,,Very High
288,,Technical Degree,Female,Married,36,0,3,10,0.0,Rumania,No,Travel_Frequently,Sales,3,Sales Executive,9738,No,14,6,Medium,High,Very High,High
289,College,Life Sciences,Male,Divorced,27,1,6,9,1.0,Massachusetts,No,,Research & Development,3,Manufacturing Director,8793,No,21,4,Very High,High,Low,High
290,Below College,Other,Male,Married,25,0,0,5,1.0,Arizona,No,Travel_Rarely,Sales,2,Sales Executive,4194,Yes,18,3,High,High,Low,Very High
291,Bachelor,Medical,Female,Single,45,5,1,23,6.0,Polonia,No,Non-Travel,Sales,3,Sales Executive,8865,No,12,2,Very High,Medium,Very High,Very High
292,,Technical Degree,Female,Single,19,0,0,1,0.0,Alemania,Yes,,Sales,1,Sales Representative,2325,No,21,5,High,Low,Low,Low
293,Master,Medical,Male,Married,32,4,4,14,1.0,Países Bajos,Yes,Travel_Rarely,Sales,3,Sales Executive,10400,No,11,2,Very High,Low,Very High,High
